avg_consumption,peak_consumption,previous_month_consumption,weekly_avg_consumption,daily_variation,usage_spike,usage_drop_ratio,voltage,current,power_factor,frequency,voltage_fluctuation,billing_amount,avg_bill_last_3_months,bill_difference,payment_delay_days,unpaid_bills_count,neighbor_avg_consumption,deviation_from_area,line_loss,transformer_load,tamper_flag,theft
349.67141530112326,426.78980521770916,328.4834311999881,384.18529115741865,0.3212551734139125,0.581943641505783,0.5144464281353097,231.87591818018012,5.296682957230675,0.9733706089774444,49.783143546654486,0.4579633160499438,80.18404416267619,60.04035239255751,20.14369177011868,5,0,355.0375314391373,-5.366116138,0.29863772748946904,0.8309225144592494,0,1
286.1735698828815,375.2191096988673,263.5028644636888,288.6104591655306,0.10301919444220609,0.7861154478031324,0.5694918385200097,218.50319052084683,10.302840910868744,0.7849908589599106,49.82367225656796,0.5669724439667916,30.931996736894067,-43.02876599,73.96076272224546,27,1,285.5705663704571,0.6030035124244364,0.2279863860892231,1.2002813682932902,1,0
364.76885381006923,414.82960231456957,274.9866951785685,379.8372032784911,0.07180754544546919,0.16924759744289453,0.01872471379439067,210.3234357171148,13.27757624403526,0.708194971817631,49.61438535277449,0.4164091877271886,63.26080874007999,35.730227420723985,27.530581319356003,23,4,293.2310901886776,71.5377636213916,0.05213595056192389,1.1257946538461638,1,1
452.30298564080255,493.93588360557004,435.7984760557307,454.2995119427979,0.09427597789893605,0.10855535777264846,0.7112272814705024,216.96739222333295,11.798323045918776,0.8966105683335273,50.562863714686785,0.5247619540212498,69.05716131357714,125.19956606604522,-56.14240475,26,3,480.62543289850686,-28.32244726,0.190108627258585,1.1003417227133494,0,1
276.5846625276664,304.0301467309325,313.2261166187537,263.2379949033368,0.5828693611920428,0.7492903605492502,0.712394301952988,210.31950204450305,13.297219187661899,0.8808662167014017,50.40749372739813,0.9525956719465616,35.95621969219765,35.31163051427767,0.6445891779199826,9,0,313.8454302275062,-37.2607677,0.0028454310282219676,0.8362581141426196,0,1
276.58630430508197,311.8239884057133,212.87469835124222,231.7479856149037,0.05166217582898969,0.3051583305372897,0.11546977517788792,214.34447237597576,5.901260111808667,0.7082286306299338,49.56153270906274,0.49983115253633204,49.2135171884136,30.519813207224203,18.693703981189394,2,0,312.6911209234473,-36.10481662,0.14091544809933387,0.8271457276568606,0,1
457.92128155073914,606.3941143100009,510.34541410326875,462.0303952914652,0.3369268749640384,0.9514994392273525,0.5702394424458007,222.00925706565246,8.757984294584787,0.7368032587607778,49.54890095651353,0.25317963280926026,78.29576503890424,105.55005285946474,-27.25428782,15,1,401.78538544742656,56.135896103312575,0.1599919096922523,1.3734483836266185,1,1
376.7434729152909,474.0838603373945,401.1322139695078,361.2313408232431,0.7531997019142294,0.714317970610373,0.5683611824357746,225.1160509036902,7.225923308429404,0.8754105113607956,50.47625737929795,0.7587466215125707,92.59538373105863,52.842779240585074,39.75260449047356,4,2,414.3244219744578,-37.58094906,0.29171326589731006,1.043964766085018,0,1
253.0525614065048,272.52033042026414,216.3408953079529,237.0458532831987,0.2943481665153781,0.32675604724303087,0.6824504201904001,204.098086767457,15.152740615132954,0.9735481792130476,50.191598075604205,0.33758445778154933,55.575218325750356,135.2241365698432,-79.64891824,4,4,240.60410355813502,12.44845784836977,0.2211616141292167,0.7722341901239325,0,1
354.25600435859644,374.58226565628934,347.17952249170406,344.2762592390142,0.7633080771801298,0.2895427477937049,0.08539769213508108,219.82631992490903,11.91808853045989,0.9719500829540221,50.37919435650557,0.8162071708213907,100.11983682653221,100.48408543860589,-0.364248612,9,4,303.98274659599133,50.27325776260511,0.21178807558407767,1.0432207407485228,0,1
253.65823071875377,328.1142125703085,333.57432110080543,288.55545885122365,0.7454670382070553,0.523698386271309,0.6265033072660964,214.13384264440248,18.541028766872923,0.7454455163836224,49.55861576083054,0.05684198898388515,32.742589122082244,12.652876974087281,20.089712147994963,24,4,339.96335752183126,-86.3051268,0.1597213827072612,0.7667708203384488,0,1
253.42702464297432,329.8449685643133,290.1044153182676,301.5237754880538,0.24582713263321632,0.07914466827820943,0.2807519507463412,213.51585191041187,8.597171399748317,0.8153721839215748,49.0611375680449,0.33217797710869135,28.371084719039146,57.71354645881972,-29.34246174,22,0,313.94042544729643,-60.5134008,0.15395280426264998,0.6852990393909797,0,1
324.1962271566034,400.66274221612434,324.6354099015108,328.5403859071714,0.7288221800927455,0.11767651264529899,0.5070029904961719,221.32684619133076,7.825977364953086,0.7129608593056521,49.56251749165992,0.09435990826063945,67.08318825829296,114.04749626884528,-46.96430801,12,0,350.26617236471253,-26.06994521,0.2976248343731556,0.7821764022922115,0,1
108.67197553422022,161.0233017276093,96.78780968617102,99.37663105598567,0.7477766382721007,0.1758578813161925,0.7733235527040767,214.49548127310788,9.571520084214548,0.8407815539088788,50.34388336500562,0.08531782424583145,10.88952178981832,90.68828379728124,-79.79876201,24,0,129.6364743554253,-20.96449882,0.006380398893086792,1.1288924858408822,0,1
127.50821674869673,183.7445889486097,131.3386702712797,103.96368839967252,0.39745392566702686,0.7747235933045602,0.7056459363630133,233.82137994846676,14.135071664267647,0.9259250379019617,51.055528989317445,0.6583895591724372,32.83894922253117,22.340503909622957,10.498445312908213,23,2,190.1480550384806,-62.63983829,0.09096177175812728,1.0158380307707366,0,1
243.77124707590272,313.60763280068346,218.18306917878755,253.1420503068241,0.21042048374151823,0.5138573592691225,0.11890301767799338,231.8806187625106,8.901640931873958,0.9369918134096834,49.7852680052362,0.3853348013536074,49.04545311985861,103.34827925454447,-54.30282613,2,0,224.27206315293793,19.49918392296479,0.04013514700529814,0.6645003608848562,0,1
198.71688796655764,261.29367815535755,93.4794126806069,234.3749999678605,0.5212708068918691,0.010567122774442939,0.5911847871160733,231.81828293942038,10.373312793720833,0.8496968399789718,51.13792794093843,0.8714789419851126,39.26906327622173,44.329643871221585,-5.060580595,17,4,298.0237212911131,-99.30683332,0.0944915797222158,1.407912822125865,0,1
331.4247332595274,324.8457220771013,433.53362878626393,326.47792551902427,0.9213975880001963,0.673516527472109,0.9691165309407386,215.05089804509697,10.290072108660459,0.7287609024124655,50.41490988374584,0.5164051378735292,57.1704999372149,26.60149888853016,30.56900104868474,18,4,333.11254699570065,-1.687813736,0.1390859153004084,0.9982961019764895,1,1
209.1975924478789,262.3036035306231,216.96384240784897,161.6176716328144,0.639616732432062,0.4236901786604971,0.15676943733500226,210.37501165080678,10.118490283606569,0.8144091925544699,49.303483849145586,0.29534322117228273,36.6084839954412,-2.232092455,38.84057645021173,5,1,249.0225941391592,-39.82500169,0.10257970980283143,1.2937252459038402,0,1
158.76962986647086,193.22743683866145,178.6769931225977,172.17062330278134,0.1729224976272612,0.5108523649637979,0.8529070877254149,220.82029929388116,8.042804618612566,0.9796305879923093,50.107016918905515,0.7208888879621947,29.567149890412438,-25.28202229,54.84917218165021,26,2,180.33629684595374,-21.56666698,0.2888115343826728,0.8306884273342313,0,1
446.56487689215544,511.8212194594108,443.66948939831,466.2728711211564,0.6827569247335199,0.21411624341293556,0.7025480805537769,218.49651633713734,9.5881267962689,0.7688837669559143,50.43198713920593,0.6240167915856997,46.088384072196106,9.003684127740406,37.0846999444557,27,3,406.3219211112885,40.242955780866964,0.2041763930963201,1.4575593998101848,0,1
277.4223699513464,426.9801400294487,240.666529915117,245.70545714362947,0.42720302728183457,0.5517822283941036,0.7740033129097597,213.91176837576634,9.459692195945927,0.7959263349738179,48.78725855072366,0.7995946208292034,32.37773105292872,88.16306214093292,-55.78533109,25,0,278.22423134759384,-0.801861396,0.21841347894730528,1.252093097710068,0,0
306.7528204687924,377.7772704330215,297.4565964213538,310.28250414205144,0.591528797355373,0.9791532397514886,0.28195832714264546,208.24265553333038,9.977306020976053,0.9240481526389213,50.32222557895669,0.643588276341885,61.66026296900445,96.99574305830632,-35.33548009,19,3,366.1169760107958,-59.36415554,0.22268766707473933,0.9545068706440435,0,1
157.5251813786543,208.11929079348238,77.55544326893875,166.54970170137628,0.7340640350231079,0.07344469100576145,0.28788892937984245,219.5848203073193,12.830550454458125,0.9200742366657815,50.58636058991156,0.16701341709892026,20.48212554941025,-41.57845725,62.06058279709749,26,0,126.6037407815275,30.921440597126804,0.26976809756096626,1.4022928325165003,0,1
245.56172754748172,333.2157726067993,359.41605245014694,244.09958150730296,0.5149473515144448,0.28391739966443064,0.9060194557764881,215.95930549747527,15.281884103873477,0.9736606864074797,50.19943406206557,0.670310037667066,62.80303104576254,-24.51651496,87.31954601074678,0,2,299.9444045249903,-54.38267698,0.23040564220981496,1.217466480600287,0,1
311.0922589709866,385.572895587263,249.36665904986683,295.2768405892796,0.8139839745733086,0.24299759286082978,0.35983203209255865,226.8834703703802,7.47869571199088,0.8164356072161126,49.96913939465929,0.3915491976158103,48.18726846412112,-7.427389326,55.61465778982054,9,2,337.65137451899074,-26.55911555,0.004861442780313385,0.9305281937015141,0,1
184.90064225776973,257.503476971325,133.30232806541076,205.21938672904085,0.7221555793166278,0.2485493107511796,0.06301539069281048,226.6510605152148,8.824019125636855,0.8543796171622873,49.913536708499294,0.4631430302575681,22.110405390315528,-16.72640502,38.83681041235743,9,4,132.5050330773406,52.39560918042912,0.07841872373476652,1.4741376198922556,1,1
337.5698018345672,415.77531963103735,315.5568416152472,329.50220691519354,0.6150733400185107,0.3787063575653773,0.60059670357945,231.00799805422716,7.52496430478144,0.8402177383661433,49.884338836154086,0.9215645757373447,49.63693379880687,34.47364826995644,15.16328552885043,28,2,337.5623572881527,0.007444546414490105,0.29673131569540956,0.7985433385266392,0,0
239.9361310081195,361.6324379530057,304.3399172507384,210.23240775412086,0.1507928158323515,0.8181097847441675,0.12481766904184266,207.40704448119962,10.561304611666818,0.978325651306736,49.41201009811645,0.35996404629774703,41.129766647497306,99.77294279793301,-58.64317615,24,3,237.94930114483634,1.9868298632831625,0.19563734598601754,0.7565707520214856,0,0
270.8306250206723,296.9039719608948,271.556074983805,229.84113530727868,0.8359491109115683,0.9128586899643873,0.7965962414079082,224.0105830769363,8.38495162746707,0.9307991766473904,49.656238084047516,0.6119591429908388,28.996026337939785,1.6101833929564506,27.385842944983334,21,3,230.03039739773024,40.80022762294206,0.020435319472545333,1.3946562076558515,0,1
239.82933877706031,314.0383010814039,178.02254897553718,265.0463291770465,0.935905585319816,0.20221508745897332,0.6417464425010574,212.72534293766327,10.719390501225966,0.9494325339501545,49.79170297717392,0.36348173341223955,30.778523344599343,114.80352135346303,-84.02499801,0,2,251.85909108193894,-12.0297523,0.1399914608576401,1.2073718406913234,0,1
485.2278184508938,517.4363845514476,547.9447364887608,497.56109798031616,0.13696512380929482,0.5429499379481127,0.8747265052212082,207.79585789188914,13.310880731334361,0.7399294806488232,50.05674717311287,0.09472748535779174,79.9506726825952,-4.059321933,84.00999461606838,18,3,430.9646545290374,54.2631639218564,0.2942503380563591,0.845509812593973,0,1
298.6502775262066,375.31565691647404,335.2003088654807,300.40974846879,0.48824112943343057,0.6368989721654803,0.7848372497826352,215.7139776305129,2.4225049425861744,0.937554007860448,49.72159262117147,0.45352534204830053,48.410043686571484,30.978417648456173,17.43162603811531,10,0,333.75467964737743,-35.10440212,0.2978514425428731,0.7318023942988385,0,1
194.22890710440998,226.66831175982713,221.1506549652326,185.42341436739392,0.2588887419705045,0.5218274743638449,0.11211364833819615,230.68704980134618,11.475339668802073,0.829893629817249,49.56543537875103,0.5970615044596519,50.51453737718632,89.79197083400638,-39.27743346,26,1,158.70056344085407,35.528343663555916,0.12973404593360108,0.678038298829027,0,1
382.2544912103189,429.7334868021664,418.04120326886095,371.6745229262564,0.7545233074255646,0.43407639419691957,0.3810706764344223,216.27681646429517,8.619438853306363,0.707001604849194,50.379885429562925,0.4075032920375987,102.69308765622266,145.05335027454436,-42.36026262,12,4,369.74816361466634,12.506327595652579,0.26791590270383087,0.8134963701097803,0,1
177.91563500289777,229.0629375757606,297.6337300320203,156.40090203406555,0.7216296360047,0.19197550585923784,0.7745602499145873,235.65454659959113,11.381266803953167,0.7180265058229853,50.18530698597393,0.39066618467818437,24.674002077888904,7.888304258469262,16.785697819419642,16,1,177.8035218022179,0.11211320067988595,0.17759769341892115,0.625539983284324,1,0
320.8863595004755,410.1608610808168,430.14110425228114,312.25724660927784,0.1408851205703987,0.48821935919923853,0.41734147326632576,225.48878515520335,7.310591686749399,0.9033723819204533,49.73038523160522,0.820378513894397,40.04275957918858,90.13043126839843,-50.08767169,27,3,381.5374489983552,-60.6510895,0.152828804637114,0.645348146097945,1,1
104.03298761202245,191.58662093029488,69.69722046185768,61.63124330961897,0.8770272712616372,0.4012148277113289,0.9723654847799783,216.05909521019424,13.588782964920625,0.8116037323437909,50.253139235743795,0.029685172289470207,23.598062336286144,64.20788446163029,-40.60982213,24,4,53.41578447156395,50.6172031404585,0.12358274657103947,1.2766243023027966,0,1
167.18139511015696,189.80987381676542,248.37564475071457,152.46012204078667,0.18097306397800228,0.7955633625022697,0.7357404498934492,231.6004842890641,12.739841854120852,0.9604346719670441,49.77342105315703,0.29558539674011997,43.62175722694715,9.516024261321625,34.10573296562553,19,1,147.06574432932322,20.115650780833732,0.2676390119258489,0.5637602129170983,0,1
319.68612358691234,381.3341469169078,338.84453307485734,313.46737325989045,0.7972590256481075,0.7636043591629952,0.015499916690321025,224.45396772114285,11.705056445627928,0.92028194016276,50.03153251474406,0.8117572653772116,93.58639259124237,109.33281601346349,-15.74642342,17,1,325.8503912284203,-6.164267642,0.18633800124890268,0.9392882798291061,1,1
373.84665799954104,412.55926235706585,398.8014488064285,386.0442589433494,0.4569803596280049,0.1339986812056707,0.8799856915608364,210.67440611553295,12.379677153430295,0.7065040035000885,50.487522027361436,0.9205301486111638,37.89281946781363,73.0734836716559,-35.1806642,3,3,371.25780308881934,2.588854910721693,0.10013929310870576,0.904998835390143,1,1
317.1368281189971,339.381680798737,232.52328653683065,316.33829885152977,0.32827229355815124,0.08851905256306758,0.1008047848685576,238.58802635580514,7.763138598483479,0.9060664935508006,49.69812945341687,0.41229958584082826,57.9521957627852,27.425457384143957,30.526738378641245,14,4,321.5255797166175,-4.388751598,0.14757973116061693,1.4601910388236692,0,1
288.4351717611759,341.9246602484448,279.9158834917661,304.3336340386871,0.1582392626742135,0.908153943227503,0.14052372418008585,222.59478823086476,8.141128735932131,0.7577057418197068,49.41379419608313,0.8887942431960764,71.18509857564311,155.90137108910125,-84.71627251,1,4,280.2459407595887,8.189231001587245,0.1332237871387931,0.9655416734540272,0,1
269.8896304410711,320.63514678739654,229.2484509242429,296.8723325433397,0.1676142561466294,0.5355083889644977,0.7344924006110509,220.18796191985493,12.257308602452438,0.8267747706111737,49.92743270848933,0.1989301221250327,71.71287563844962,29.944778307567475,41.76809733088214,5,1,281.0775558127355,-11.18792537,0.1353462352842766,0.6608553651056566,1,1
